key,valor
err_promote_fourth_choice_day_zero,A promoção do quarto dia de escolha não pode ser zero.
err_promote_first_choice_day,"Por favor, forneça promover o primeiro dia de escolha."
err_promote_first_choice_day_zero,A promoção no dia da primeira escolha não pode ser zero.
err_promote_second_choice_day,"Por favor, forneça promover o segundo dia de escolha."
err_promote_second_choice_day_zero,O dia de promoção da segunda escolha não pode ser zero.
err_promote_third_choice_day,"Por favor, forneça promover o terceiro dia de escolha."
err_promote_third_choice_day_zero,A promoção do terceiro dia de escolha não pode ser zero.
success_image_reorder,A imagem foi reordenada com sucesso.
unauthorize_reorder_img_edit,Você não tem permissão para reordenar esta imagem porque não é proprietário.
no_transaction_yet,Você não pode exportar o arquivo CSV devido a nenhuma transação.
package_app_purchase_product_id_label,ID do produto de compras de compras de aplicativos
package_purchase_type_label,Pacote em compras de aplicativos Tipo
default_map_section,Seção de mapa padrão
is_force_login,"O login forçado está ativado? (Se essa configuração estiver ""Ativada"" quando o aplicativo for iniciado, o usuário deverá fazer login primeiro.)"
is_language_config,"A configuração de idioma está ativada? (Se esta configuração estiver ""Ativada"" quando o aplicativo for iniciado, o usuário deverá selecionar o idioma.)"
sold_out_items,Itens Esgotados
sold_out_items_module,Itens Esgotados
sold_out_item_view,Ver itens vendidos
item_upload_ui_section,Seção de IU de upload de itens
item_upload_ui1,IU de carregamento de itens 1
item_upload_ui2,IU de carregamento de itens 2
price_pkg_desc,(O campo de preço é usado apenas para outros pagamentos além do IAP (no aplicativo comprado).)
currency_pkg_desc,(O campo de moeda é usado apenas para outros pagamentos além do IAP (no aplicativo comprado).)
api_keys,Chaves de API
languages,línguas
versions,Versões
abouts,Sobre
item_address_label,Endereço
lat_label,Latitude
lng_label,Longitude
data_deletion_policy_url,URL da política de exclusão de dados
paid_configs,Configuração de pagamento
in_app_purchased,No aplicativo comprado
in_app_purchases,No aplicativo comprado
module_groups,Configuração do nome do menu
modules,Configuração do nome do submenu
thumbnail_generators,Geradores de miniaturas
image_lists,Listas de imagens
categrories,Categorias
subcategories,Subcategorias
packages,Pacotes
item location townships,Local do item Municípios
item_location_townships,Local do item Municípios
items,Itens
item_conditions,Condições do item
deal_options,Opções de transação
blogs,Blogues
pendings,Pendentes
rejects,Rejeições
disables,Desativa
blue_mark_users,Usuários da marca azul
Blue mark users,Usuários da marca azul
user_phone_label,Telefone
popularitems,Itens populares
view,Visão
ratings,Classificações
contacts,Contatos
transactions,Transações
notis,Notificações
deeplink_generators,Geradores de links diretos
Deeplink generators,Geradores de links diretos
