key,valeur
err_item_detail_view_count_for_ads_zero,Le nombre de détails d'articles pour les annonces ne peut pas être égal à zéro.
err_promote_fourth_choice_day,Veuillez fournir la promotion du jour du quatrième choix.
err_promote_fourth_choice_day_zero,La promotion du jour du quatrième choix ne peut pas être nulle.
err_promote_first_choice_day,Veuillez fournir la promotion du jour de premier choix.
err_promote_first_choice_day_zero,Le jour de promotion du premier choix ne peut pas être nul.
err_promote_second_choice_day,Veuillez fournir la promotion du deuxième jour de choix.
err_promote_second_choice_day_zero,Le jour de deuxième choix de la promotion ne peut pas être nul.
err_promote_third_choice_day,Veuillez fournir la promotion du troisième jour de choix.
err_promote_third_choice_day_zero,Le jour de la promotion du troisième choix ne peut pas être nul.
success_image_reorder,L'image a été réorganisée avec succès.
unauthorize_reorder_img_edit,"Vous n'êtes pas autorisé à réorganiser cette image, car vous n'en êtes pas le propriétaire."
no_transaction_yet,Vous ne pouvez pas exporter le fichier CSV car il n'y a aucune transaction.
package_app_purchase_product_id_label,Package dans l'application Achats ID de produit
package_purchase_type_label,Package dans les achats d'applications Type
default_map_section,Section de carte par défaut
is_force_login,"La connexion forcée est-elle activée ? (Si ce paramètre est ""Activé"" au démarrage de l'application, l'utilisateur doit d'abord se connecter.)"
is_language_config,"La configuration de la langue est-elle activée ? (Si ce paramètre est ""Activé"" au démarrage de l'application, l'utilisateur doit sélectionner la langue.)"
sold_out_items,Articles épuisés
sold_out_items_module,Articles épuisés
sold_out_item_view,Voir les articles vendus
item_upload_ui_section,Section de l'interface utilisateur de téléchargement d'éléments
item_upload_ui1,UI de téléchargement d'article 1
item_upload_ui2,Interface utilisateur de téléchargement d'éléments 2
price_pkg_desc,(Le champ de prix n'est utilisé que pour les autres paiements autres que l'IAP (acheté dans l'application).)
currency_pkg_desc,(Le champ de devise n'est utilisé que pour les autres paiements autres que IAP (acheté dans l'application).)
api_keys,Clés API
languages,Langues
versions,Versions
abouts,À propos
item_address_label,Adresse
lat_label,Latitude
lng_label,Longitude
data_deletion_policy_url,URL de la politique de suppression des données
paid_configs,Paramètre de paiement
in_app_purchased,Dans l'application achetée
in_app_purchases,Dans l'application achetée
module_groups,Réglage du nom du menu
modules,Réglage du nom du sous-menu
thumbnail_generators,Générateurs de vignettes
image_lists,Listes d'images
categrories,Catégories
subcategories,Sous-catégories
packages,Paquets
item location townships,Localisation de l'article Cantons
item_location_townships,Localisation de l'article Cantons
items,Articles
item_conditions,État de l'article
deal_options,Options de transaction
blogs,Blogues
pendings,En attente
rejects,Rejets
disables,Désactive
blue_mark_users,Utilisateurs de la marque bleue
Blue mark users,Utilisateurs de la marque bleue
user_phone_label,Téléphoner
popularitems,Articles populaires
view,Voir
ratings,Notes
contacts,Contacts
transactions,Transactions
notis,Avis
deeplink_generators,Générateurs de liens profonds
Deeplink generators,Générateurs de liens profonds
